available_from,as_of,currency,net_oi,pct3y
2023-08-18 22:30:00,2023-08-15,CHF,-0.09363462167593588,57.37179487179487
2023-08-25 22:30:00,2023-08-22,CHF,-0.08721743446284348,58.65384615384615
2023-09-01 22:30:00,2023-08-29,CHF,-0.1044817538504232,56.08974358974359
2023-09-08 22:30:00,2023-09-05,CHF,-0.11409899292907649,55.44871794871795
2023-09-15 22:30:00,2023-09-12,CHF,-0.1869656622284513,39.42307692307692
2023-09-22 22:30:00,2023-09-19,CHF,-0.17014022899781295,43.91025641025641
2023-09-29 22:30:00,2023-09-26,CHF,-0.1691094619666048,44.55128205128205
2023-10-06 22:30:00,2023-10-03,CHF,-0.2853441957970446,12.5
2023-10-13 22:30:00,2023-10-10,CHF,-0.2603576171811733,19.55128205128205
2023-10-20 22:30:00,2023-10-17,CHF,-0.27838815896716984,15.064102564102564
2023-10-27 22:30:00,2023-10-24,CHF,-0.2546991529713495,22.756410256410255
2023-11-03 22:30:00,2023-10-31,CHF,-0.26458218728372934,18.26923076923077
2023-11-10 22:30:00,2023-11-07,CHF,-0.30942984001691454,9.935897435897436
2023-11-17 22:30:00,2023-11-14,CHF,-0.3388773039149738,5.448717948717949
2023-11-24 22:30:00,2023-11-21,CHF,-0.322944826999915,8.012820512820513
2023-12-01 22:30:00,2023-11-28,CHF,-0.3354718166636353,6.730769230769231
2023-12-08 22:30:00,2023-12-05,CHF,-0.29577838160249187,13.782051282051283
2023-12-15 22:30:00,2023-12-12,CHF,-0.2220415426625349,34.294871794871796
2023-12-22 22:30:00,2023-12-19,CHF,-0.13444932753251915,58.65384615384615
2023-12-29 22:30:00,2023-12-26,CHF,-0.07295328448604464,72.75641025641026
2024-01-05 22:30:00,2024-01-02,CHF,-0.10178390194394567,67.62820512820512
2024-01-12 22:30:00,2024-01-09,CHF,-0.08754410093882677,70.1923076923077
2024-01-19 22:30:00,2024-01-16,CHF,-0.07404912836767036,74.03846153846153
2024-01-26 22:30:00,2024-01-23,CHF,-0.10684325798586719,65.7051282051282
2024-02-02 22:30:00,2024-01-30,CHF,-0.08170269761212147,74.67948717948718
2024-02-09 22:30:00,2024-02-06,CHF,-0.11152066347482922,65.7051282051282
2024-02-16 22:30:00,2024-02-13,CHF,-0.10920844758394015,66.34615384615384
2024-02-23 22:30:00,2024-02-20,CHF,-0.16530068299183742,52.88461538461539
2024-03-01 22:30:00,2024-02-27,CHF,-0.18373794224546444,47.11538461538461
2024-03-08 22:30:00,2024-03-05,CHF,-0.23043090092692278,31.08974358974359
2024-03-15 22:30:00,2024-03-12,CHF,-0.21675844836369812,38.14102564102564
2024-03-22 22:30:00,2024-03-19,CHF,-0.28653295128939826,15.705128205128204
2024-03-29 22:30:00,2024-03-26,CHF,-0.27303007705692267,19.55128205128205
2024-04-05 22:30:00,2024-04-02,CHF,-0.25680764108922255,26.602564102564102
2024-04-12 22:30:00,2024-04-09,CHF,-0.3496966961346647,3.5256410256410255
2024-04-19 22:30:00,2024-04-16,CHF,-0.3876631231867767,2.8846153846153846
2024-04-26 22:30:00,2024-04-23,CHF,-0.4432202772079268,0.32051282051282054
2024-05-03 22:30:00,2024-04-30,CHF,-0.422396538827002,0.9615384615384616
2024-05-10 22:30:00,2024-05-07,CHF,-0.44151302234666384,0.9615384615384616
2024-05-17 22:30:00,2024-05-14,CHF,-0.4532144077794071,0.32051282051282054
2024-05-24 22:30:00,2024-05-21,CHF,-0.43115519253208867,2.2435897435897436
2024-05-31 22:30:00,2024-05-28,CHF,-0.4419760711688467,1.6025641025641026
2024-06-07 22:30:00,2024-06-04,CHF,-0.4631179476800081,0.32051282051282054
2024-06-14 22:30:00,2024-06-11,CHF,-0.4220627043207688,4.8076923076923075
2024-06-21 22:30:00,2024-06-18,CHF,-0.4234907690565183,4.166666666666667
2024-06-28 22:30:00,2024-06-25,CHF,-0.4163341408959194,6.089743589743589
2024-07-05 22:30:00,2024-07-02,CHF,-0.4707431246342891,0.32051282051282054
2024-07-12 22:30:00,2024-07-09,CHF,-0.4932732546316612,0.32051282051282054
2024-07-19 22:30:00,2024-07-16,CHF,-0.5046366206889562,0.32051282051282054
2024-07-26 22:30:00,2024-07-23,CHF,-0.4559606187859618,2.8846153846153846
2024-08-02 22:30:00,2024-07-30,CHF,-0.4038607780052647,9.935897435897436
2024-08-09 22:30:00,2024-08-06,CHF,-0.32221946484095587,20.833333333333332
2024-08-16 22:30:00,2024-08-13,CHF,-0.32948548311052306,18.91025641025641
2024-08-23 22:30:00,2024-08-20,CHF,-0.3831962327134001,13.14102564102564
2024-08-30 22:30:00,2024-08-27,CHF,-0.3578990228013029,13.782051282051283
2024-09-06 22:30:00,2024-09-03,CHF,-0.32600825375068904,20.833333333333332
2024-09-13 22:30:00,2024-09-10,CHF,-0.26484665398625046,36.85897435897436
2024-09-20 22:30:00,2024-09-17,CHF,-0.29217474468012433,29.166666666666668
2024-09-27 22:30:00,2024-09-24,CHF,-0.3178552596889006,24.03846153846154
2024-10-04 22:30:00,2024-10-01,CHF,-0.3677824267782427,13.782051282051283
2024-10-11 22:30:00,2024-10-08,CHF,-0.3519005985396885,15.705128205128204
2024-10-18 22:30:00,2024-10-15,CHF,-0.39545605707893705,11.85897435897436
2024-10-25 22:30:00,2024-10-22,CHF,-0.44904357870707795,4.166666666666667
2024-11-01 22:30:00,2024-10-29,CHF,-0.4305015638256113,7.371794871794871
2024-11-08 22:30:00,2024-11-05,CHF,-0.3949493485792573,13.14102564102564
2024-11-15 22:30:00,2024-11-12,CHF,-0.41712171472314363,9.935897435897436
2024-11-22 22:30:00,2024-11-19,CHF,-0.44831297617607935,4.8076923076923075
2024-11-29 22:30:00,2024-11-26,CHF,-0.4586820809248555,2.8846153846153846
2024-12-06 22:30:00,2024-12-03,CHF,-0.4820580196370547,1.6025641025641026
2024-12-13 22:30:00,2024-12-10,CHF,-0.31991515738852977,28.525641025641026
2024-12-20 22:30:00,2024-12-17,CHF,-0.2545807009143885,48.3974358974359
2024-12-27 22:30:00,2024-12-24,CHF,-0.33019987435139725,24.67948717948718
2025-01-03 22:30:00,2024-12-31,CHF,-0.36815178000426346,18.26923076923077
2025-01-10 22:30:00,2025-01-07,CHF,-0.41523826224190086,13.14102564102564
2025-01-17 22:30:00,2025-01-14,CHF,-0.4115157637301292,14.423076923076923
2025-01-24 22:30:00,2025-01-21,CHF,-0.4341919548341567,8.653846153846153
