pair,run,family,direction,label,params,n_full,full_r,full_rpt,oos_w1,oos_w2,oos_w3,oos_w4,honest_r,oos_trades,oos_rpt,strict,ctrl_pctile,ctrl_null_med,ctrl_null_p95,ctrl_eff_ok,ctrl_beta
CHFJPY,C_ext,ext,short,directionshort_exitsym3_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",152,-9.605,-0.06319,-1.138,-0.783,-1.718,-0.499,-4.138,64,-0.06466,0,52.0,-4.267,0.742,1,
CHFJPY,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",138,-3.915,-0.02837,2.163,2.16,-3.849,-2.288,-1.814,50,-0.03628,0,,,,,
CHFJPY,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",182,-15.574,-0.08557,3.927,1.595,-4.865,-1.322,-0.665,68,-0.00978,0,89.5,-8.639,1.536,1,
CHFJPY,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback252_q0.05,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",94,-11.718,-0.12466,0.731,0.988,-0.587,-1.275,-0.142,39,-0.00364,0,,,,,
CHFJPY,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",136,-3.516,-0.02586,4.363,0.711,-1.695,-1.349,2.031,58,0.03502,0,,,,,
CHFJPY,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",81,3.733,0.04608,2.394,0.113,0.289,0.565,3.362,30,0.11207,1,,,,,
CHFJPY,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",101,1.743,0.01725,1.386,-1.916,-0.722,1.217,-0.035,35,-0.00101,0,,,,,
CHFJPY,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback252_q0.05,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",56,-2.389,-0.04266,0.254,0.105,-0.244,-0.08,0.034,22,0.00153,0,,,,,
CHFJPY,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",84,-0.705,-0.00839,1.782,-1.67,-0.587,0.569,0.094,35,0.00269,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym3_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",197,-14.41,-0.07315,0.0,0.0,1.954,-6.052,-4.098,35,-0.11708,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym3_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",171,-10.273,-0.06008,0.0,0.0,1.244,-4.516,-3.272,34,-0.09624,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym3_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",181,-12.198,-0.06739,0.0,0.0,1.765,-5.446,-3.681,37,-0.09949,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym3_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",155,-7.478,-0.04824,0.0,0.0,1.244,-4.395,-3.15,33,-0.09546,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym3_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",141,-10.424,-0.07393,0.0,0.0,1.548,-6.178,-4.63,33,-0.14029,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym3_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",123,-8.359,-0.06796,0.0,0.0,1.244,-5.272,-4.027,29,-0.13887,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym10_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",105,-4.516,-0.04301,0.0,0.0,0.0,0.0,0.0,0,,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym10_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",82,-3.742,-0.04564,0.0,0.0,0.0,0.0,0.0,0,,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym10_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",85,-4.264,-0.05017,0.0,0.0,0.0,0.0,0.0,0,,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym10_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",73,-3.122,-0.04276,0.0,0.0,0.0,0.0,0.0,0,,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym10_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",67,-4.247,-0.06339,0.0,0.0,0.0,0.0,0.0,0,,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitsym10_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",60,-3.158,-0.05263,0.0,0.0,0.0,0.0,0.0,0,,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",318,-21.031,-0.06614,-5.583,1.077,-7.249,-3.869,-15.624,124,-0.126,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",276,-22.754,-0.08244,-2.596,1.238,-3.814,-4.536,-9.707,109,-0.08906,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",282,-26.563,-0.0942,-6.362,5.726,-4.753,-2.85,-8.238,114,-0.07226,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",254,-26.727,-0.10522,-4.403,6.143,-1.51,-4.544,-4.313,99,-0.04357,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",243,-15.18,-0.06247,-7.226,4.233,-2.634,-2.54,-8.167,101,-0.08086,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",225,-15.866,-0.07052,-8.152,4.228,-0.456,-5.267,-9.646,93,-0.10372,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",165,0.009,5e-05,-1.006,3.59,-0.528,-1.874,0.183,76,0.00241,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",150,-4.609,-0.03072,-1.621,3.956,0.332,-1.893,0.774,71,0.0109,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",150,-4.243,-0.02828,-1.012,3.006,0.358,-1.265,1.086,72,0.01509,0,96.5,-6.942,0.295,0,
EURCHF,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",139,-6.194,-0.04456,-1.628,3.389,1.117,-1.895,0.983,66,0.01489,0,,,,,
EURCHF,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",137,0.682,0.00498,-1.499,4.849,1.334,-3.114,1.57,66,0.02378,0,96.5,-7.866,0.487,0,
EURCHF,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",130,-0.423,-0.00325,-2.133,4.847,2.361,-3.121,1.955,64,0.03054,0,97.5,-6.303,0.592,0,
EURCHF,A_mr,mr,short,directionshort_exitsym3_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",266,4.199,0.01579,-0.675,0.841,4.197,1.975,6.338,104,0.06094,0,99.5,-2.291,2.862,1,
EURCHF,A_mr,mr,short,directionshort_exitsym3_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",187,4.34,0.02321,0.424,0.663,3.978,1.765,6.83,79,0.08646,0,100.0,-2.1,3.861,1,
EURCHF,A_mr,mr,short,directionshort_exitsym3_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",233,2.153,0.00924,-0.773,0.98,4.063,1.976,6.246,95,0.06575,0,99.0,-1.982,2.993,1,
EURCHF,A_mr,mr,short,directionshort_exitsym3_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",168,2.977,0.01772,-0.837,0.431,3.766,1.873,5.233,73,0.07169,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym3_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",223,-1.478,-0.00663,-1.434,0.118,5.024,0.38,4.089,86,0.04754,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym3_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",163,3.944,0.02419,-1.765,-0.163,4.855,1.674,4.601,66,0.06972,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym10_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",193,0.327,0.00169,0.496,0.043,1.464,-0.019,1.984,81,0.02449,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym10_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",133,-0.029,-0.00021,0.394,-0.011,1.472,-0.083,1.773,59,0.03005,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym10_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",178,4.285,0.02407,0.837,0.732,1.384,-0.018,2.936,78,0.03764,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym10_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",127,3.339,0.02629,0.818,0.629,1.323,-0.049,2.72,59,0.04611,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym10_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",165,3.222,0.01953,0.637,0.574,1.438,-0.052,2.598,69,0.03765,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitsym10_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",120,2.794,0.02328,0.537,0.552,1.387,-0.065,2.411,53,0.0455,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",250,8.877,0.03551,-4.573,-4.783,7.42,4.094,2.159,102,0.02116,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",204,4.785,0.02346,-2.338,-3.146,5.712,4.208,4.436,80,0.05545,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",238,7.472,0.0314,-4.292,-3.592,5.598,4.218,1.933,88,0.02196,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",193,6.173,0.03198,-4.181,-3.139,3.886,6.297,2.864,74,0.0387,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",215,6.247,0.02905,-6.022,-2.366,6.618,5.403,3.633,77,0.04718,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",174,8.629,0.04959,-5.898,-1.035,3.979,7.471,4.518,63,0.07171,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",137,5.724,0.04178,0.281,-1.368,4.115,1.175,4.203,46,0.09137,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",121,13.749,0.11363,1.922,0.692,3.477,2.25,8.342,40,0.20854,1,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",126,11.65,0.09246,0.911,-0.344,4.75,2.25,7.567,44,0.17198,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",110,16.698,0.1518,-0.342,0.695,4.113,3.271,7.737,39,0.19838,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",124,8.734,0.07044,0.267,-1.356,4.752,-0.491,3.172,45,0.07048,0,,,,,
EURCHF,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",108,17.08,0.15815,0.268,0.703,4.114,3.185,8.271,40,0.20677,1,,,,,
EURCHF,B_cross,cross,long,directionlong_exitatr_1.5_1.5_familycross_triggersig,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",189,-11.867,-0.06279,-6.57,-2.453,-0.341,3.434,-5.93,84,-0.07059,0,60.0,-7.991,3.53,1,
EURCHF,B_cross,cross,long,directionlong_exitatr_1.5_1.5_familycross_triggerzero,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",104,-15.456,-0.14862,3.47,-2.703,-2.577,-4.006,-5.815,40,-0.14538,0,,,,,
EURCHF,B_cross,cross,long,directionlong_exitatr_2_3_familycross_triggersig,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",117,-9.611,-0.08215,-5.374,-0.116,0.044,-0.207,-5.653,58,-0.09746,0,,,,,
EURCHF,B_cross,cross,long,directionlong_exitatr_2_3_familycross_triggerzero,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",71,-12.339,-0.17378,0.445,0.01,-4.684,-4.454,-8.683,34,-0.25539,0,,,,,
EURCHF,B_cross,cross,short,directionshort_exitatr_1.5_1.5_familycross_triggersig,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",186,-15.86,-0.08527,-8.272,-3.096,1.797,2.507,-7.065,81,-0.08722,0,30.5,-2.574,7.678,1,
EURCHF,B_cross,cross,short,directionshort_exitatr_1.5_1.5_familycross_triggerzero,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",99,-15.173,-0.15326,2.403,-3.731,0.523,-0.671,-1.476,40,-0.0369,0,,,,,
EURCHF,B_cross,cross,short,directionshort_exitatr_2_3_familycross_triggersig,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",126,0.005,4e-05,0.903,-1.31,2.545,1.115,3.252,54,0.06023,0,,,,,
EURCHF,B_cross,cross,short,directionshort_exitatr_2_3_familycross_triggerzero,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",79,-1.698,-0.0215,3.722,-1.617,-0.195,0.669,2.579,34,0.07586,0,,,,,
EURCHF,B_hold,cross,long,directionlong_exithold20_sl3_familycross_triggersig,"{'direction': 'long', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",167,-7.449,-0.0446,-2.025,0.123,-6.768,1.302,-7.367,70,-0.10524,0,68.0,-9.483,-1.449,1,
EURCHF,B_hold,cross,long,directionlong_exithold20_sl3_familycross_triggerzero,"{'direction': 'long', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",92,-19.894,-0.21623,-0.354,0.28,-6.094,-4.238,-10.406,37,-0.28125,0,,,,,
EURCHF,B_hold,cross,short,directionshort_exithold20_sl3_familycross_triggersig,"{'direction': 'short', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",165,16.84,0.10206,6.129,-1.952,1.87,2.686,8.733,68,0.12842,0,79.5,4.202,12.193,1,
EURCHF,B_hold,cross,short,directionshort_exithold20_sl3_familycross_triggerzero,"{'direction': 'short', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",90,2.115,0.0235,5.886,-1.574,-1.445,-1.031,1.836,36,0.05099,0,,,,,
EURCHF,C_ext,ext,long,directionlong_exitsym3_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",158,6.88,0.04355,1.543,0.445,0.764,0.527,3.279,63,0.05205,1,97.0,-2.703,1.697,1,
EURCHF,C_ext,ext,long,directionlong_exitsym3_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",199,0.005,2e-05,1.16,-1.123,0.221,0.238,0.497,79,0.00629,0,,,,,
EURCHF,C_ext,ext,long,directionlong_exitsym3_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",141,4.392,0.03115,0.352,-0.203,-0.66,2.337,1.826,65,0.02809,0,95.5,-3.2,1.123,1,
EURCHF,C_ext,ext,long,directionlong_exitsym3_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",185,1.064,0.00575,2.266,0.424,-0.82,2.685,4.555,76,0.05993,0,100.0,-4.447,1.73,1,
EURCHF,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",133,3.968,0.02984,2.095,-0.874,-2.926,3.85,2.144,54,0.03971,0,,,,,
EURCHF,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",183,-20.167,-0.1102,3.649,-3.15,-8.213,-1.119,-8.834,74,-0.11937,0,,,,,
EURCHF,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",116,-7.717,-0.06652,2.113,0.184,-8.112,4.336,-1.478,50,-0.02956,0,,,,,
EURCHF,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",162,-18.371,-0.1134,-0.24,0.216,-8.22,2.869,-5.374,65,-0.08267,0,,,,,
EURCHF,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",72,2.236,0.03106,2.346,-1.049,-0.563,1.33,2.063,31,0.06655,0,,,,,
